,Country,Country Code,Year,Government Expenditure (GDP),Adult Literacy Rate,Primary Completion Rate,Pupil-Teacher Ratio (Primary),Pupil-Teacher Ratio (Secondary),Primary School Enrollment Rate,Secondary School Enrollment Rate,Tertiary School Enrollment Rate
1476,East Asia & Pacific,EAS,2013,3.82439851760864,94.2069320678711,99.3269805908203,17.73742,15.97076,105.204513549805,88.582649230957,35.2887382507324
1477,East Asia & Pacific,EAS,2014,3.55633664131165,94.7112426757812,96.4222412109375,17.43074,15.53039,102.412902832031,87.9406280517578,42.344841003418
1478,East Asia & Pacific,EAS,2015,3.50010228157044,94.9279174804688,94.9161605834961,17.20192,15.08599,101.660186767578,88.0643768310547,44.8471984863281
1479,East Asia & Pacific,EAS,2016,3.3851774930954,95.1319580078125,96.3986511230469,16.96202,14.67212,101.413520812988,87.2739486694336,46.5854110717773
1480,East Asia & Pacific,EAS,2017,3.44198918342591,95.3230514526367,97.9058609008789,17.41387,14.74875,101.221252441406,87.369499206543,47.1814498901367
1481,East Asia & Pacific,EAS,2018,3.26196706295014,95.3694305419922,99.0281295776367,17.53589,14.75977,100.902206420898,87.7747802734375,47.9913787841797
1488,East Asia & Pacific (IDA & IBRD countries),TEA,2000,4.20893001556396,90.452507019043,95.8454132080078,23.94191,17.89966,111.891471862793,58.4840888977051,11.1576900482178
1489,East Asia & Pacific (IDA & IBRD countries),TEA,2001,2.92463994026184,90.7945709228516,97.4906616210938,23.24656,19.15103,112.773727416992,60.6370086669922,12.3057098388672
1490,East Asia & Pacific (IDA & IBRD countries),TEA,2002,2.89222002029419,91.1441192626953,96.3905181884766,22.39397,19.02937,111.385398864746,61.6656684875488,14.105770111084
1492,East Asia & Pacific (IDA & IBRD countries),TEA,2004,2.74847006797791,91.8123779296875,94.7787933349609,20.81492,18.7824,108.702583312988,65.7984390258789,17.863489151001
1495,East Asia & Pacific (IDA & IBRD countries),TEA,2007,3.06133496761322,93.7097625732422,96.1498413085938,19.08614,16.84127,106.707710266113,74.5915374755859,21.7099609375
1496,East Asia & Pacific (IDA & IBRD countries),TEA,2008,3.57014417648316,94.013557434082,101.48600769043,19.20127,16.34081,106.929801940918,77.3919677734375,22.4645805358887
1497,East Asia & Pacific (IDA & IBRD countries),TEA,2009,3.80673098564148,94.2955627441406,102.022850036621,18.74053,16.22447,106.693069458008,81.7667083740234,23.8081493377686
1498,East Asia & Pacific (IDA & IBRD countries),TEA,2010,3.55966520309448,94.4767684936523,101.818252563477,18.3924,15.90194,106.407981872559,83.9145736694336,25.6393909454346
1499,East Asia & Pacific (IDA & IBRD countries),TEA,2011,3.79472351074218,94.1638031005859,100.586799621582,18.32389,16.15151,106.121940612793,85.2390670776367,27.1451892852783
1500,East Asia & Pacific (IDA & IBRD countries),TEA,2012,3.94740355014801,94.3915100097656,98.248893737793,18.30572,15.98017,106.102180480957,85.8083877563477,29.3671894073486
1501,East Asia & Pacific (IDA & IBRD countries),TEA,2013,3.97710132598877,94.5008087158203,99.0066604614258,17.79425,16.28906,105.480949401855,86.8280334472656,31.9302501678467
1502,East Asia & Pacific (IDA & IBRD countries),TEA,2014,3.54012322425842,94.9290466308594,95.9771575927734,17.4832,15.81443,102.482452392578,86.0918197631836,39.4664306640625
1503,East Asia & Pacific (IDA & IBRD countries),TEA,2015,3.50010228157044,95.1380081176758,94.3202896118164,17.24798,15.32017,101.712608337402,86.2100219726562,42.1403694152832
1504,East Asia & Pacific (IDA & IBRD countries),TEA,2016,3.3851774930954,95.3435592651367,95.8936767578125,17.0038,14.87222,101.474739074707,85.4292297363281,43.9839706420898
1505,East Asia & Pacific (IDA & IBRD countries),TEA,2017,3.44198918342591,95.5360488891602,97.6138305664062,17.50504,14.98327,101.299850463867,85.5626831054688,44.7328414916992
1506,East Asia & Pacific (IDA & IBRD countries),TEA,2018,3.17135858535767,95.5771331787109,98.8838500976562,17.64651,14.95966,100.975578308105,86.210693359375,45.6725311279297
1513,East Asia & Pacific (excluding high income),EAP,2000,4.20893001556396,90.5773315429688,95.8823394775391,23.92607,17.89193,111.814140319824,58.8978996276855,11.3825302124023
1514,East Asia & Pacific (excluding high income),EAP,2001,2.92463994026184,90.9143371582031,97.5100326538086,23.23621,19.12002,112.684677124023,61.0269889831543,12.5131502151489
1515,East Asia & Pacific (excluding high income),EAP,2002,2.89222002029419,91.2583770751953,96.4215621948242,22.39064,19.0019,111.305511474609,62.0391311645508,14.2919597625732
1517,East Asia & Pacific (excluding high income),EAP,2004,2.74847006797791,91.9164428710938,94.8378295898438,20.82463,18.76105,108.650108337402,66.1294326782227,18.0059604644775
1520,East Asia & Pacific (excluding high income),EAP,2007,3.06133496761322,93.7884368896484,96.1925811767578,19.1086,16.85046,106.673629760742,74.8546371459961,21.80592918396
1521,East Asia & Pacific (excluding high income),EAP,2008,3.57014417648316,94.0883026123047,101.456146240234,19.22298,16.35692,106.893898010254,77.6302185058594,22.5513000488281
1522,East Asia & Pacific (excluding high income),EAP,2009,3.80673098564148,94.3666687011719,101.9853515625,18.76529,16.2509,106.659530639648,81.9571762084961,23.8798694610596
1523,East Asia & Pacific (excluding high income),EAP,2010,3.55966520309448,94.5455627441406,101.78360748291,18.41768,15.92361,106.367340087891,84.0793914794922,25.6905708312988
1524,East Asia & Pacific (excluding high income),EAP,2011,3.79472351074218,94.2364273071289,100.569236755371,18.34781,16.16995,106.074752807617,85.3867034912109,27.1783504486084
1525,East Asia & Pacific (excluding high income),EAP,2012,3.94740355014801,94.4613037109375,98.2623825073242,18.32777,16.00089,106.046310424805,85.9484176635742,29.3690891265869
1526,East Asia & Pacific (excluding high income),EAP,2013,3.97710132598877,94.5692291259766,99.0101928710938,17.81751,16.30567,105.422050476074,86.9533309936523,31.8937492370605
1527,East Asia & Pacific (excluding high income),EAP,2014,3.54012322425842,94.9921417236328,96.0205764770508,17.50663,15.83737,102.430206298828,86.228759765625,39.3216285705566
1528,East Asia & Pacific (excluding high income),EAP,2015,3.50010228157044,95.1985397338867,94.384147644043,17.27039,15.34908,101.658493041992,86.3439712524414,41.9489288330078
1529,East Asia & Pacific (excluding high income),EAP,2016,3.3851774930954,95.401496887207,95.936408996582,17.02758,14.90642,101.413391113281,85.5721588134766,43.7614898681641
1530,East Asia & Pacific (excluding high income),EAP,2017,3.44198918342591,95.5915908813477,97.6341018676758,17.52599,15.01544,101.23104095459,85.6996994018555,44.4950103759766
1531,East Asia & Pacific (excluding high income),EAP,2018,3.17135858535767,95.6321334838867,98.8885498046875,17.66661,14.98305,100.901573181152,86.334831237793,45.4173812866211
1550,Ecuador,ECU,2012,4.65310001373291,92.0,105.295959472656,22.07965,21.96425,106.423393249512,98.554801940918,39.2524681091309
1551,Ecuador,ECU,2013,4.92997980117798,93.0,104.186851501465,23.29823,23.0055,104.89217376709,100.659210205078,39.7734413146973
1553,Ecuador,ECU,2015,5.10570001602173,94.0,99.2807464599609,25.10819,22.35071,101.185890197754,100.791786193848,44.5371513366699
1595,El Salvador,SLV,2007,3.60984992980957,82.0,91.7940063476562,39.67234,26.89633,120.903472900391,66.9662094116211,24.6517906188965
1596,El Salvador,SLV,2008,4.45810985565186,84.0,92.4896774291992,32.61124,26.32674,112.688972473145,65.724853515625,25.4552898406982
1597,El Salvador,SLV,2009,4.65950012207031,84.0,95.3806915283203,31.00441,24.36291,111.042167663574,66.2814865112305,25.830680847168
1599,El Salvador,SLV,2011,3.89854001998901,85.0,98.53662109375,29.28568,24.34529,109.942649841309,69.2876663208008,27.1980304718018
1603,El Salvador,SLV,2015,3.90987992286682,88.0,92.7768096923828,29.69441,30.84663,104.58032989502,70.6981887817383,27.2137393951416
1604,El Salvador,SLV,2016,3.82523989677429,88.0,92.1429214477539,28.26087,29.31611,102.411903381348,69.1290283203125,27.0054702758789
1605,El Salvador,SLV,2017,3.7252299785614,88.0,91.6084136962891,28.27102,27.82175,98.935417175293,66.9067306518555,27.4678001403809
1606,El Salvador,SLV,2018,3.60575008392334,89.0,89.7590408325195,26.89473,27.55579,97.4464263916016,67.7265930175781,28.0338802337646
1631,Eritrea,ERI,2002,3.52390003204346,53.0,56.4684715270996,44.04881,49.31321,95.8449935913086,43.2223091125488,2.28929996490479
1651,Estonia,EST,2000,5.33945989608765,100.0,97.4906387329102,14.32289,9.79109,104.32495880127,95.0215377807617,54.4018287658691
1662,Estonia,EST,2011,5.01449012756348,100.0,99.7495727539062,11.7829,8.77001,99.042839050293,112.287406921387,71.0235290527344
1675,Eswatini,SWZ,2000,5.50848007202148,82.0,64.9678497314453,31.27536,17.27932,98.094367980957,43.5820083618164,4.29602003097534
1749,Europe & Central Asia,ECS,1999,4.50699996948242,96.5924530029297,97.4632873535156,16.9551,11.7544,103.931716918945,93.7211380004883,43.0119094848633
1750,Europe & Central Asia,ECS,2000,4.38873505592347,96.6525192260742,96.7877426147461,16.53301,11.67828,103.861877441406,94.6964492797852,44.8470001220703
1751,Europe & Central Asia,ECS,2001,4.65009021759033,96.752799987793,98.8293380737305,16.20312,11.67945,104.883651733398,96.7181167602539,47.3358688354492
1752,Europe & Central Asia,ECS,2002,4.52869486808777,96.9111633300781,98.8547897338867,16.02089,11.73312,105.491081237793,98.0308074951172,49.982250213623
1753,Europe & Central Asia,ECS,2003,5.0404200553894,97.0051727294922,98.1399765014648,15.91851,11.76852,104.276000976562,98.7183303833008,52.5842514038086
1754,Europe & Central Asia,ECS,2004,4.83406019210815,97.0912322998047,98.6392593383789,15.80889,11.60135,103.665641784668,96.4500198364258,53.8815116882324
1755,Europe & Central Asia,ECS,2005,4.92976999282837,97.2101669311523,99.238639831543,15.55318,11.4976,102.62816619873,96.1665725708008,55.6286888122559
1756,Europe & Central Asia,ECS,2006,4.90767002105713,97.2701568603516,97.7932662963867,15.39496,11.35737,102.196426391602,96.6874237060547,57.2156982421875
1757,Europe & Central Asia,ECS,2007,4.63328981399536,97.3517837524414,97.7196807861328,15.05574,11.1813,102.000053405762,97.1255111694336,58.3857116699219
1758,Europe & Central Asia,ECS,2008,4.83990001678467,97.4732437133789,97.8895721435547,14.93745,11.12936,101.619468688965,97.7236709594727,59.2503089904785
1759,Europe & Central Asia,ECS,2009,4.96806502342224,97.7307662963867,97.5555572509766,14.81432,11.11394,101.230911254883,97.5634994506836,60.4651412963867
1760,Europe & Central Asia,ECS,2010,5.09588003158569,97.8946533203125,97.1224136352539,14.71334,11.18062,101.287536621094,99.3001327514648,62.0773315429688
1761,Europe & Central Asia,ECS,2011,4.92263507843017,98.03515625,97.4806900024414,14.64212,11.14743,101.243827819824,99.5860290527344,63.0918006896973
1762,Europe & Central Asia,ECS,2012,4.89862012863159,98.1326599121094,97.4897308349609,14.77627,11.10405,101.185188293457,99.123046875,63.8563385009766
1763,Europe & Central Asia,ECS,2013,5.0094199180603,98.1962280273438,97.3539199829102,14.9614,11.51975,102.36775970459,104.634132385254,64.995002746582
1764,Europe & Central Asia,ECS,2014,4.92579507827759,98.2387084960938,97.0424728393555,14.92689,11.44363,101.440116882324,104.951278686523,66.4638214111328
1765,Europe & Central Asia,ECS,2015,4.8975350856781,98.281852722168,97.2599716186523,14.75172,11.29639,100.745483398438,104.715377807617,67.4767227172852
1766,Europe & Central Asia,ECS,2016,4.79266977310181,98.3389129638672,101.011390686035,14.69603,11.09253,100.351303100586,104.420478820801,69.0149078369141
1767,Europe & Central Asia,ECS,2017,4.68990993499756,98.4179763793945,96.5370025634766,14.85681,11.08297,100.161979675293,105.279472351074,70.6752090454102
1768,Europe & Central Asia,ECS,2018,4.67515993118286,98.5017929077148,95.8739166259766,14.86965,11.08115,100.65055847168,105.092140197754,72.2236633300781
1774,Europe & Central Asia (IDA & IBRD countries),TEC,1999,3.89257001876831,97.1244812011719,96.5849304199219,18.85855,11.27157,103.918319702148,86.9870986938477,36.9621315002441
1775,Europe & Central Asia (IDA & IBRD countries),TEC,2000,3.50838994979858,97.2419281005859,96.1587677001953,18.57885,11.31734,104.629493713379,88.480712890625,39.478328704834
1776,Europe & Central Asia (IDA & IBRD countries),TEC,2001,3.42146992683411,97.3243637084961,98.7512512207031,18.33393,11.41741,106.457496643066,91.1894836425781,42.6817512512207
1777,Europe & Central Asia (IDA & IBRD countries),TEC,2002,3.38608002662659,97.4051513671875,99.3473510742188,18.39209,11.50202,108.053352355957,93.0296173095703,45.7313194274902
1778,Europe & Central Asia (IDA & IBRD countries),TEC,2003,3.67853999137878,97.4805908203125,98.2804489135742,18.38193,11.57095,105.640060424805,94.1014175415039,48.7419891357422
1779,Europe & Central Asia (IDA & IBRD countries),TEC,2004,3.54786992073059,97.5410690307617,98.8022994995117,17.94303,11.42852,103.65592956543,90.9686737060547,49.8128318786621
1780,Europe & Central Asia (IDA & IBRD countries),TEC,2005,3.77192997932434,97.679801940918,100.078247070312,17.74818,11.30978,101.04541015625,89.280647277832,51.9426383972168
1781,Europe & Central Asia (IDA & IBRD countries),TEC,2006,3.90346002578735,97.6380996704102,97.6972122192383,17.47109,11.06086,100.496139526367,90.530891418457,54.1455917358398
1782,Europe & Central Asia (IDA & IBRD countries),TEC,2007,3.96751999855042,97.7218017578125,97.2126083374023,17.0174,10.88874,100.411727905273,91.2023162841797,55.9872703552246
1783,Europe & Central Asia (IDA & IBRD countries),TEC,2008,4.10174989700317,97.8286972045898,97.2640686035156,16.68211,10.75603,99.3760986328125,91.5569610595703,57.525318145752
1784,Europe & Central Asia (IDA & IBRD countries),TEC,2009,4.32161498069764,98.2742767333984,97.0079574584961,16.58544,10.68708,99.0755920410156,90.8746566772461,58.9674186706543
1785,Europe & Central Asia (IDA & IBRD countries),TEC,2010,3.85746002197266,98.5454025268555,96.4449615478516,16.64097,10.76379,99.5017623901367,92.4660186767578,60.6760101318359
1786,Europe & Central Asia (IDA & IBRD countries),TEC,2011,4.02476501464844,98.755241394043,97.2363510131836,16.75759,10.68817,99.7555694580078,93.5373992919922,61.5752105712891
1787,Europe & Central Asia (IDA & IBRD countries),TEC,2012,3.90163707733154,98.879768371582,97.7231369018555,16.73481,10.53622,99.6566619873047,93.4564819335938,62.4220695495605
1788,Europe & Central Asia (IDA & IBRD countries),TEC,2013,4.34481000900269,98.925910949707,97.4581069946289,16.85867,10.97792,101.27995300293,98.2698974609375,64.2870788574219
1789,Europe & Central Asia (IDA & IBRD countries),TEC,2014,4.24131655693055,98.9622192382812,97.1586685180664,16.85403,10.82036,100.924240112305,98.9446487426758,65.8091430664062
1790,Europe & Central Asia (IDA & IBRD countries),TEC,2015,4.10879218578338,98.9967422485352,97.2827224731445,16.56762,10.61154,99.4616088867188,98.8673477172852,66.7115325927734
1791,Europe & Central Asia (IDA & IBRD countries),TEC,2016,4.26451015472412,99.0506896972656,104.760513305664,16.77199,10.39485,98.8770599365234,98.8743591308594,68.7818832397461
1792,Europe & Central Asia (IDA & IBRD countries),TEC,2017,4.07755994796753,99.1112518310547,96.3833618164062,17.08293,10.35177,97.9960708618164,100.272048950195,70.679801940918
1793,Europe & Central Asia (IDA & IBRD countries),TEC,2018,4.04709005355835,99.2119903564453,95.3669509887695,17.06837,10.3459,98.8034210205078,100.507400512695,72.4954681396484
1799,Europe & Central Asia (excluding high income),ECA,1999,3.75532495975494,94.8853378295898,96.0693511962891,20.77612,11.10609,101.849868774414,83.5619812011719,28.3669204711914
1800,Europe & Central Asia (excluding high income),ECA,2000,3.46928000450134,95.1163787841797,96.3594436645508,20.40795,11.16249,103.525520324707,85.340202331543,29.8125591278076
1801,Europe & Central Asia (excluding high income),ECA,2001,3.45869994163513,95.2725219726562,98.0733337402344,20.06541,11.27828,104.954612731934,89.3026733398438,31.1226997375488
